met,altitude_km,vertical_speed_ms,true_air_speed_ms,mach_number,dynamic_pressure_kpa,thrust_kn,pitch_deg,roll_deg,downrange_distance_km
0.0,0.2405,0.0,0.0,0.0,0.0,0.44,90.0,-90.0,0.0
0.0,0.2405,0.0,0.0,0.0,0.0,0.46,89.98,-90.0,0.0
0.0,0.2405,0.0,0.0,0.0,0.0,0.5,89.98,-90.0,0.0
0.0,0.2405,0.0,0.0,0.0,0.0,0.53,89.98,-90.0,0.0
0.0,0.2405,0.0,0.0,0.0,0.0,0.58,89.98,-90.0,0.0
0.0,0.2405,0.0,0.0,0.0,0.0,0.63,89.97,-90.0,0.0
0.0,0.2405,0.0,0.0,0.0,0.0,0.66,90.0,-90.0,0.0
0.0,0.2405,0.0,0.0,0.0,0.0,0.75,90.0,-90.0,0.0
0.0,0.2405,0.0,0.0,0.0,0.0,0.78,90.0,-90.0,0.0
0.0,0.2405,0.0,0.0,0.0,0.0,0.85,89.98,-90.0,0.0
0.0,0.2405,0.0,0.0,0.0,0.0,0.89,90.0,-90.0,0.0
0.0,0.2405,0.0,0.0,0.0,0.0,0.97,89.98,-90.0,0.0
0.0,0.2405,0.0,0.0,0.0,0.0,1.01,89.98,-90.0,0.0
0.0,0.2405,0.0,0.0,0.0,0.0,1.1,89.98,-90.0,0.0
0.0,0.2405,0.0,0.0,0.0,0.0,1.25,89.97,-90.0,0.0
0.0,0.2405,0.0,0.0,0.0,0.0,1.3,90.0,-90.0,0.0
0.0,0.2405,0.0,0.0,0.0,0.0,1.42,89.98,-90.0,0.0
0.0,0.2405,0.0,0.0,0.0,0.0,1.49,90.0,-90.0,0.0
0.0,0.2405,0.0,0.0,0.0,0.0,16.64,89.98,-90.0,0.0
0.0,0.2405,0.0,0.0,0.0,0.0,24.15,89.98,-90.0,0.0
0.0,0.2405,0.0,0.0,0.0,0.0,38.77,90.0,-90.0,0.0
0.0,0.2405,0.0,0.0,0.0,0.0,80.67,89.98,-90.0,0.0
0.0,0.2405,0.0,0.0,0.0,0.0,80.67,89.98,-90.0,0.0
0.0,0.2405,0.0,0.0,0.0,0.0,114.45,90.0,-90.0,0.0
0.0,0.2405,0.0,0.0,0.0,0.0,135.15,90.0,-90.0,0.0
0.0,0.2405,0.0,0.0,0.0,0.0,144.77,89.98,-90.0,0.0
0.0,0.2405,0.0,0.0,0.0,0.0,162.13,90.0,-90.0,0.0
0.0,0.2405,0.0,0.0,0.0,0.0,162.13,90.0,-90.0,0.0
0.0,0.2405,0.0,0.0,0.0,0.0,182.66,89.98,-90.0,0.0
0.0,0.2405,0.0,0.0,0.0,0.0,182.66,89.98,-90.0,0.0
0.0,0.241,0.0,0.1,0.0,0.0,194.26,90.0,-90.0,0.0
0.0,0.241,0.0,0.43,0.0,0.0,206.95,90.0,-90.0,0.0
0.0,0.241,0.0,0.43,0.0,0.0,206.95,90.0,-90.0,0.0
0.0,0.241,0.0,0.69,0.0,0.0,214.36,90.0,-90.0,0.0
0.0,0.2411,0.0,1.1,0.0,0.0,221.76,90.0,-90.0,0.0
0.0,0.2411,0.0,1.1,0.0,0.0,221.76,90.0,-90.0,0.0
0.0,0.2411,0.0,1.54,0.0,0.0,227.12,90.0,-90.0,0.0
0.0,0.2412,0.0,1.84,0.0,0.001,229.92,90.0,-90.0,0.0
0.0,0.2413,0.0,2.0,0.0,0.001,231.15,90.0,-90.0,0.0
0.0,0.2413,0.0,2.31,0.0,0.001,233.38,90.0,-90.0,0.0
0.0,0.2414,0.0,2.47,0.0,0.001,233.31,90.0,-90.0,0.0
0.04,0.2416,0.0,2.96,0.01,0.002,235.44,90.0,-90.0,0.0
0.1,0.2418,0.0,3.45,0.01,0.004,237.4,90.0,-90.0,0.0
0.1,0.2418,0.0,3.45,0.01,0.004,237.4,90.0,-90.0,0.0
0.16,0.242,0.0,3.95,0.01,0.006,238.44,90.0,-90.0,0.0
0.22,0.2422,0.0,4.45,0.01,0.008,238.21,90.0,-90.0,0.0
0.22,0.2422,0.0,4.45,0.01,0.008,238.21,90.0,-90.0,0.0
0.28,0.2426,0.0,5.13,0.01,0.011,240.67,90.0,-90.0,0.0
0.34,0.243,0.0,5.64,0.01,0.014,240.31,90.0,-90.0,0.0
0.34,0.243,0.0,5.64,0.01,0.014,240.31,90.0,-90.0,0.0
0.38,0.2432,0.0,5.99,0.02,0.016,240.86,90.0,-90.0,0.0
0.44,0.2434,0.0,6.33,0.02,0.018,241.12,90.0,-90.0,0.0
0.48,0.2437,0.0,6.68,0.02,0.021,240.52,90.0,-90.0,0.0
0.5,0.244,0.0,7.02,0.02,0.023,240.33,90.0,-90.0,0.0
0.54,0.2441,0.0,7.19,0.02,0.024,240.73,90.0,-90.0,0.0
0.56,0.2444,0.0,7.54,0.02,0.027,241.03,90.0,-90.0,0.0
0.6,0.2446,0.0,7.71,0.02,0.029,240.64,90.0,-90.0,0.0
0.62,0.2449,0.0,8.05,0.02,0.032,240.18,89.97,-90.0,0.0
0.66,0.2451,0.0,8.22,0.02,0.033,240.42,90.0,-90.0,0.0
0.68,0.2454,0.0,8.57,0.02,0.037,240.59,90.0,-90.0,0.0
0.72,0.2456,0.0,8.74,0.02,0.039,240.58,90.0,-90.0,0.0
0.74,0.2459,0.0,9.09,0.02,0.042,240.56,90.0,-90.0,0.0
0.78,0.2461,0.0,9.26,0.03,0.044,240.67,90.0,-90.0,0.0
0.8,0.2465,0.0,9.61,0.03,0.048,240.64,90.0,-90.0,0.0
0.8,0.2465,0.0,9.61,0.03,0.048,240.64,90.0,-90.0,0.0
0.86,0.2471,0.0,10.13,0.03,0.054,241.22,90.0,-90.0,0.0
0.9,0.2473,0.0,10.3,0.03,0.056,240.59,90.0,-90.0,0.0
0.92,0.2477,0.0,10.65,0.03,0.06,241.09,89.98,-90.0,0.0
0.96,0.2479,0.0,10.82,0.03,0.062,241.12,89.97,-90.0,0.0
0.98,0.2484,0.0,11.17,0.03,0.067,240.72,90.0,-90.0,0.0
1.02,0.2486,0.0,11.34,0.03,0.069,240.59,90.0,-90.0,0.0
1.04,0.2491,0.0,11.69,0.03,0.074,241.23,90.0,-90.0,0.0
1.1,0.2498,0.0,12.21,0.03,0.081,240.33,89.98,-90.0,0.0
1.1,0.2498,0.0,12.21,0.03,0.081,240.33,89.98,-90.0,0.0
1.16,0.2506,0.0,12.74,0.04,0.089,241.07,90.0,-90.0,0.0
1.2,0.2508,0.0,12.91,0.04,0.092,240.55,90.0,-90.0,0.0
1.22,0.2513,0.0,13.26,0.04,0.097,240.67,90.0,-90.0,0.0
1.26,0.2516,0.0,13.43,0.04,0.1,240.81,90.0,-90.0,0.0
1.28,0.2522,0.0,13.78,0.04,0.106,241.34,89.96,-90.0,0.0
1.32,0.2524,0.0,13.96,0.04,0.109,240.68,90.0,-90.0,0.0
1.34,0.253,0.0,14.31,0.04,0.115,240.63,89.97,-90.0,0.0
1.4,0.2539,0.0,14.83,0.04,0.124,241.07,89.98,-90.0,0.0
1.44,0.2542,0.0,15.01,0.04,0.127,240.43,89.96,-90.0,0.0
1.46,0.2548,0.0,15.36,0.04,0.134,240.41,89.97,-90.0,0.0
1.5,0.2551,0.0,15.53,0.04,0.137,240.56,89.97,-90.0,0.0
1.52,0.2557,0.0,15.88,0.05,0.144,240.98,89.97,-90.0,0.0
1.56,0.2561,0.0,16.06,0.05,0.147,240.23,89.96,-90.0,0.0
1.58,0.2567,0.0,16.41,0.05,0.154,240.89,89.96,-90.0,0.0
1.64,0.2574,0.0,16.76,0.05,0.162,240.82,89.96,-90.0,0.0
1.64,0.2577,0.0,16.94,0.05,0.165,240.49,89.96,-90.0,0.0
1.7,0.2588,0.0,17.47,0.05,0.176,241.04,89.95,-90.0,0.0
1.74,0.2591,0.0,17.64,0.05,0.18,240.31,89.97,-90.0,0.0
1.76,0.2598,0.0,18.0,0.05,0.188,240.9,89.95,-90.0,0.0
1.84,0.2609,0.0,18.52,0.05,0.2,240.93,89.95,-90.0,0.0
1.84,0.2609,0.0,18.52,0.05,0.2,240.93,89.95,-90.0,0.0
1.9,0.2621,0.0,19.05,0.06,0.212,240.34,89.95,-90.0,0.0
1.96,0.2632,0.0,19.58,0.06,0.225,240.93,89.94,-90.0,0.0
1.96,0.2632,0.0,19.58,0.06,0.225,240.93,89.94,-90.0,0.0
2.02,0.2648,0.0,20.29,0.06,0.242,240.19,89.95,-90.0,0.0
2.02,0.2648,0.0,20.29,0.06,0.242,240.19,89.95,-90.0,0.0
2.08,0.2661,0.0,20.82,0.06,0.256,240.5,89.94,-90.0,0.0
2.14,0.2669,0.0,21.18,0.06,0.265,240.58,89.94,-90.0,0.0
2.14,0.2669,0.0,21.18,0.06,0.265,240.58,89.94,-90.0,0.0
2.18,0.2682,0.0,21.71,0.06,0.279,240.72,89.94,-90.0,0.0
2.18,0.2682,0.0,21.71,0.06,0.279,240.72,89.94,-90.0,0.0
2.24,0.2691,0.0,22.07,0.06,0.289,240.9,89.93,-90.0,0.0
2.28,0.27,0.0,22.42,0.07,0.299,240.57,89.94,-90.0,0.0
2.32,0.2709,0.0,22.78,0.07,0.309,240.31,89.93,-90.0,0.0
2.38,0.2723,0.0,23.31,0.07,0.324,240.11,89.93,-90.0,0.0
2.38,0.2723,0.0,23.31,0.07,0.324,240.11,89.93,-90.0,0.0
2.44,0.2737,0.0,23.84,0.07,0.34,240.59,89.92,-90.0,0.0
2.5,0.2751,0.0,24.38,0.07,0.356,240.63,89.92,-90.0,0.0
2.5,0.2756,0.0,24.56,0.07,0.362,241.1,89.91,-90.0,0.0
2.56,0.2766,0.0,24.92,0.07,0.373,240.58,89.91,-90.0,0.0
2.56,0.2771,0.0,25.09,0.07,0.378,240.45,89.92,-90.0,0.0
2.6,0.2781,0.0,25.45,0.08,0.39,240.92,89.91,-90.0,0.0
2.64,0.2787,0.0,25.63,0.08,0.395,239.96,89.91,-90.0,0.0
2.66,0.2797,0.0,25.99,0.08,0.407,240.42,89.9,-90.0,0.0
2.7,0.2802,0.0,26.17,0.08,0.413,240.41,89.91,-90.0,0.0
2.72,0.2813,0.0,26.53,0.08,0.425,240.55,89.91,-90.0,0.0
2.78,0.2823,0.0,26.89,0.08,0.437,240.87,89.9,-90.0,0.0
2.78,0.2829,0.0,27.07,0.08,0.443,240.6,89.9,-90.0,0.0
2.84,0.284,0.0,27.43,0.08,0.455,240.86,89.89,-90.0,0.0
2.88,0.2851,0.0,27.78,0.08,0.468,240.7,89.9,-90.0,0.0
2.9,0.2862,0.0,28.14,0.08,0.48,240.55,89.89,-90.0,0.0
2.94,0.2868,0.0,28.32,0.08,0.487,240.74,89.9,-90.0,0.0
2.96,0.2879,0.0,28.68,0.09,0.499,240.32,89.89,-90.0,0.0
3.0,0.2885,0.0,28.87,0.09,0.506,241.04,89.88,-90.0,0.0
3.02,0.2897,0.0,29.23,0.09,0.519,240.0,89.89,-90.0,0.0
3.08,0.2908,0.0,29.59,0.09,0.532,240.75,89.88,-73.06,0.0
3.1,0.2914,0.0,29.77,0.09,0.539,240.18,89.88,-72.82,0.0
3.14,0.2932,0.0,30.31,0.09,0.56,240.59,89.88,-72.1,0.0
3.18,0.2939,0.0,30.49,0.09,0.567,240.62,89.88,-71.86,0.0
3.2,0.2951,0.0,30.85,0.09,0.581,240.96,89.87,-71.36,0.0
3.24,0.2957,0.0,31.04,0.09,0.588,241.02,89.87,-71.12,0.0
3.26,0.297,0.0,31.4,0.09,0.602,240.21,89.87,-70.61,0.0
3.3,0.2976,0.0,31.58,0.09,0.609,240.34,89.86,-70.36,0.0
3.32,0.2989,0.0,31.94,0.1,0.623,240.19,89.86,-69.85,0.0
3.36,0.2995,0.0,32.12,0.1,0.631,240.36,89.86,-69.59,0.0
3.42,0.3021,0.0,32.85,0.1,0.661,240.71,89.86,-68.55,0.0
3.42,0.3021,0.0,32.85,0.1,0.661,240.71,89.86,-68.55,0.0
3.48,0.3034,0.0,33.22,0.1,0.676,241.09,89.86,-68.02,0.0
3.52,0.3048,0.0,33.58,0.1,0.691,240.38,89.85,-67.49,0.0
3.52,0.3054,0.0,33.76,0.1,0.699,240.65,89.85,-67.23,0.0
3.58,0.3075,0.0,34.31,0.1,0.722,240.25,89.84,-66.42,0.0
3.62,0.3082,0.0,34.49,0.1,0.73,241.2,89.84,-66.15,0.0
3.64,0.3096,0.0,34.86,0.1,0.746,241.22,89.84,-65.6,0.0
3.68,0.3103,0.0,35.04,0.11,0.754,240.87,89.84,-65.32,0.0
3.7,0.3117,0.0,35.41,0.11,0.77,240.89,89.83,-64.77,0.0
3.74,0.3124,0.0,35.59,0.11,0.778,240.67,89.83,-64.49,0.0
3.76,0.3138,0.0,35.96,0.11,0.795,240.49,89.83,-63.93,0.0
3.8,0.3146,0.0,36.14,0.11,0.803,241.02,89.83,-63.65,0.0
3.82,0.316,0.0,36.51,0.11,0.82,240.59,89.82,-63.08,0.0
3.86,0.3167,0.0,36.69,0.11,0.828,241.33,89.82,-62.8,0.0
3.88,0.3182,0.0,37.06,0.11,0.846,240.98,89.82,-62.23,0.0
3.94,0.3205,0.0,37.62,0.11,0.871,240.77,89.81,-61.38,0.0
3.98,0.3212,0.0,37.8,0.11,0.88,240.41,89.81,-61.09,0.0
4.0,0.3228,0.0,38.17,0.11,0.898,240.9,89.81,-60.51,0.0
4.04,0.3235,0.0,38.35,0.12,0.907,240.66,89.81,-60.23,0.0
4.06,0.3251,0.0,38.72,0.12,0.925,240.63,89.8,-59.64,0.0
4.1,0.3258,0.0,38.9,0.12,0.934,240.55,89.8,-59.36,0.0
4.12,0.3274,0.0,39.28,0.12,0.952,241.55,89.8,-58.77,0.0
4.18,0.3298,0.0,39.83,0.12,0.979,241.44,89.79,-57.9,0.0
4.18,0.3298,0.0,39.83,0.12,0.979,241.44,89.79,-57.9,0.0
4.24,0.3322,0.0,40.39,0.12,1.007,240.97,89.78,-57.02,0.0
4.28,0.333,0.0,40.57,0.12,1.017,240.73,89.78,-56.73,0.0
4.3,0.3346,0.0,40.94,0.12,1.036,240.97,89.78,-56.14,0.0
4.34,0.3355,0.0,41.13,0.12,1.045,241.05,89.78,-55.84,0.0
4.36,0.3371,0.0,41.5,0.12,1.065,240.93,89.77,-55.25,0.0
4.4,0.338,0.0,41.69,0.13,1.074,240.7,89.77,-54.95,0.0
4.42,0.3396,0.0,42.06,0.13,1.094,240.87,89.76,-54.35,0.0
4.48,0.3413,0.0,42.43,0.13,1.114,241.22,89.76,-53.76,0.0
4.52,0.343,0.0,42.81,0.13,1.133,241.28,89.75,-53.16,0.0
4.54,0.3448,0.0,43.18,0.13,1.154,241.63,89.75,-52.57,0.0
4.58,0.3456,0.0,43.37,0.13,1.164,241.7,89.75,-52.28,0.0
4.6,0.3474,0.0,43.74,0.13,1.184,241.31,89.74,-51.68,0.0
4.64,0.3483,0.0,43.93,0.13,1.194,240.78,89.74,-51.38,0.0
4.66,0.35,0.0,44.3,0.13,1.215,240.88,89.74,-50.79,0.0
4.7,0.3509,0.0,44.49,0.13,1.226,241.2,89.73,-50.5,0.0
4.72,0.3527,0.0,44.86,0.14,1.247,240.91,89.73,-49.91,0.0
4.78,0.3554,0.0,45.43,0.14,1.278,241.04,89.72,-49.02,0.0
4.82,0.3563,0.0,45.61,0.14,1.289,241.64,89.72,-48.72,0.0
4.84,0.3582,0.0,45.99,0.14,1.311,241.26,89.71,-48.13,0.0
4.88,0.3591,0.0,46.18,0.14,1.322,241.34,89.71,-47.84,0.0
4.9,0.36,0.0,46.37,0.14,1.332,240.94,89.71,-47.55,0.0
4.92,0.3619,0.0,46.74,0.14,1.354,240.92,89.7,-46.96,0.0
4.96,0.3638,0.0,47.12,0.14,1.376,240.96,89.7,-46.38,0.0
5.0,0.3647,0.0,47.31,0.14,1.388,241.29,89.7,-46.09,0.0
5.02,0.3666,0.0,47.68,0.14,1.41,241.02,89.69,-45.51,0.0
5.08,0.3685,0.0,48.06,0.15,1.433,241.03,89.69,-44.93,0.0
5.12,0.3705,0.0,48.44,0.15,1.455,240.84,89.68,-44.36,0.0
5.14,0.3724,0.0,48.82,0.15,1.478,241.17,89.67,-43.79,0.0
5.18,0.3734,0.0,49.01,0.15,1.49,241.09,89.67,-43.5,0.0
5.2,0.3754,0.0,49.38,0.15,1.513,240.78,89.66,-42.94,0.0
5.24,0.3764,0.0,49.57,0.15,1.525,241.21,89.66,-42.66,0.0
5.26,0.3784,0.0,49.95,0.15,1.548,241.13,89.65,-42.09,0.0
5.3,0.3794,0.0,50.14,0.15,1.56,240.91,89.65,-41.81,0.0
5.32,0.3814,0.0,50.52,0.15,1.584,240.71,89.65,-41.25,0.0
5.38,0.3844,0.0,51.09,0.15,1.62,241.17,89.63,-40.42,0.0
5.42,0.3855,0.0,51.28,0.16,1.632,241.52,89.63,-40.15,0.0
5.44,0.3875,0.0,51.66,0.16,1.657,241.4,89.63,-39.61,0.0
5.48,0.3886,0.0,51.85,0.16,1.669,241.04,89.62,-39.34,0.0
5.5,0.3906,0.0,52.23,0.16,1.693,241.5,89.62,-38.79,0.0
5.54,0.3917,0.0,52.42,0.16,1.706,241.32,89.61,-38.52,0.0
5.56,0.3938,0.0,52.8,0.16,1.731,241.55,89.61,-37.99,0.0
5.62,0.3959,0.0,53.18,0.16,1.756,240.92,89.6,-37.46,0.001
5.62,0.397,0.0,53.37,0.16,1.769,240.94,89.59,-37.2,0.001
5.68,0.4002,0.0,53.95,0.16,1.807,240.7,89.59,-36.42,0.001
5.72,0.4013,0.0,54.14,0.16,1.82,241.74,89.58,-36.16,0.001
5.74,0.4035,0.0,54.52,0.17,1.846,241.29,89.57,-35.64,0.001
5.78,0.4046,0.0,54.71,0.17,1.859,241.14,89.57,-35.39,0.001
5.8,0.4068,0.0,55.1,0.17,1.885,241.4,89.56,-34.89,0.001
5.84,0.4079,0.0,55.29,0.17,1.898,240.84,89.56,-34.63,0.001
5.86,0.4101,0.0,55.67,0.17,1.924,241.42,89.55,-34.13,0.001
5.92,0.4135,0.0,56.25,0.17,1.964,241.11,89.54,-33.39,0.001
5.92,0.4135,0.0,56.25,0.17,1.964,241.11,89.54,-33.39,0.001
5.98,0.4169,0.0,56.82,0.17,2.005,241.17,89.53,-32.66,0.001
6.02,0.418,0.0,57.02,0.17,2.018,241.38,89.53,-32.42,0.001
6.04,0.4191,0.0,57.21,0.17,2.032,241.92,89.52,-32.18,0.001
6.06,0.4214,0.0,57.6,0.17,2.059,241.22,89.51,-31.71,0.001
6.1,0.4238,0.0,57.98,0.18,2.087,241.31,89.51,-31.24,0.001
6.14,0.4249,0.0,58.18,0.18,2.101,242.05,89.5,-31.0,0.001
6.16,0.4273,0.0,58.56,0.18,2.129,241.13,89.49,-30.54,0.001
6.22,0.4308,0.0,59.14,0.18,2.171,241.28,89.48,-29.86,0.001
6.26,0.432,0.0,59.33,0.18,2.185,241.2,89.48,-29.63,0.001
6.28,0.4344,0.0,59.72,0.18,2.214,241.59,89.47,-29.19,0.001
6.32,0.4356,0.0,59.92,0.18,2.228,241.62,89.46,-28.97,0.001
6.34,0.438,0.0,60.31,0.18,2.257,241.98,89.46,-28.53,0.001
6.38,0.4392,0.0,60.5,0.18,2.271,241.49,89.45,-28.31,0.001
6.4,0.4416,0.0,60.89,0.18,2.3,241.29,89.44,-27.89,0.001
6.44,0.4428,0.0,61.08,0.19,2.315,241.93,89.44,-27.67,0.001
6.46,0.4453,0.0,61.47,0.19,2.344,242.13,89.43,-27.25,0.001
6.52,0.449,0.0,62.06,0.19,2.389,241.41,89.42,-26.63,0.001
6.56,0.4502,0.0,62.25,0.19,2.404,242.08,89.41,-26.42,0.001
6.58,0.4527,0.0,62.64,0.19,2.434,241.6,89.4,-26.01,0.001
6.62,0.454,0.0,62.84,0.19,2.449,241.58,89.4,-25.82,0.001
6.64,0.4565,0.0,63.23,0.19,2.479,241.56,89.39,-25.42,0.001
6.68,0.4578,0.0,63.42,0.19,2.494,242.15,89.39,-25.22,0.001
6.7,0.4603,0.0,63.82,0.19,2.525,241.48,89.38,-24.83,0.001
6.76,0.4642,0.0,64.4,0.2,2.571,241.29,89.36,-24.26,0.001
6.8,0.4655,0.0,64.6,0.2,2.587,241.6,89.36,-24.07,0.001
6.82,0.4681,0.0,64.99,0.2,2.618,241.65,89.35,-23.69,0.001
6.86,0.4694,0.0,65.18,0.2,2.634,242.05,89.35,-23.51,0.001
6.88,0.472,0.0,65.58,0.2,2.665,241.22,89.34,-23.14,0.001
6.92,0.4733,0.0,65.77,0.2,2.681,241.42,89.33,-22.96,0.001
6.94,0.476,0.0,66.16,0.2,2.713,241.25,89.32,-22.6,0.001
7.0,0.4786,0.0,66.56,0.2,2.744,242.07,89.31,-22.25,0.001
7.02,0.48,0.0,66.75,0.2,2.761,241.4,89.31,-22.07,0.001
7.06,0.484,0.0,67.35,0.2,2.809,241.61,89.29,-21.56,0.001
7.12,0.4881,0.0,67.94,0.21,2.858,241.65,89.28,-21.06,0.001
7.12,0.4881,0.0,67.94,0.21,2.858,241.65,89.28,-21.06,0.001
7.18,0.4922,0.0,68.53,0.21,2.907,241.98,89.26,-20.56,0.001
7.18,0.4922,0.0,68.53,0.21,2.907,241.98,89.26,-20.56,0.001
7.24,0.4963,0.0,69.12,0.21,2.957,242.19,89.25,-20.08,0.001
7.32,0.5005,0.0,69.72,0.21,3.007,241.44,89.24,-19.61,0.001
7.32,0.5005,0.0,69.72,0.21,3.007,241.44,89.24,-19.61,0.001
7.34,0.5033,0.0,70.11,0.21,3.041,241.43,89.23,-19.31,0.001
7.4,0.5075,0.0,70.71,0.22,3.092,242.1,89.21,-18.86,0.001
7.44,0.5089,0.0,70.91,0.22,3.109,242.12,89.21,-18.71,0.001
7.48,0.5118,0.0,71.3,0.22,3.143,241.88,89.2,-18.42,0.001
7.5,0.5132,0.0,71.5,0.22,3.161,242.24,89.19,-18.27,0.001
7.54,0.5161,0.0,71.9,0.22,3.195,242.16,89.18,-17.99,0.001
7.56,0.5189,0.0,72.3,0.22,3.23,241.9,89.17,-17.71,0.001
7.6,0.5204,0.0,72.5,0.22,3.248,241.91,89.17,-17.57,0.001
7.62,0.5233,0.0,72.9,0.22,3.283,242.02,89.16,-17.3,0.002
7.66,0.5262,0.0,73.3,0.22,3.318,241.8,89.15,-17.04,0.002
7.72,0.5292,0.0,73.7,0.22,3.354,241.71,89.14,-16.77,0.002
7.72,0.5307,0.0,73.9,0.22,3.372,242.38,89.13,-16.64,0.002
7.78,0.5351,0.0,74.5,0.23,3.426,241.7,89.12,-16.27,0.002
7.82,0.5366,0.0,74.7,0.23,3.444,242.47,89.12,-16.14,0.002
7.84,0.5396,0.0,75.1,0.23,3.48,242.09,89.11,-15.9,0.002
7.88,0.5411,0.0,75.3,0.23,3.498,242.27,89.1,-15.77,0.002
7.9,0.5441,0.0,75.7,0.23,3.535,242.06,89.09,-15.54,0.002
7.96,0.5472,0.0,76.1,0.23,3.572,242.01,89.08,-15.31,0.002
8.0,0.5502,0.0,76.5,0.23,3.609,242.49,89.07,-15.08,0.002
8.02,0.5533,0.0,76.91,0.23,3.646,241.6,89.06,-14.85,0.002
8.06,0.5548,0.0,77.11,0.23,3.665,242.57,89.06,-14.75,0.002
8.08,0.5579,0.0,77.51,0.24,3.702,242.0,89.05,-14.53,0.002
8.12,0.5595,0.0,77.71,0.24,3.721,242.54,89.04,-14.42,0.002
8.14,0.5626,0.0,78.12,0.24,3.759,242.56,89.04,-14.21,0.002
8.2,0.5658,0.0,78.52,0.24,3.797,242.35,89.03,-14.0,0.002
8.2,0.5673,0.0,78.72,0.24,3.816,241.95,89.02,-13.9,0.002
8.26,0.5721,0.0,79.33,0.24,3.873,242.12,89.01,-13.6,0.002
8.3,0.5737,0.0,79.53,0.24,3.893,241.77,89.0,-13.51,0.002
8.32,0.5769,0.0,79.94,0.24,3.932,241.97,88.99,-13.31,0.002
8.36,0.5785,0.0,80.14,0.24,3.951,242.28,88.99,-13.22,0.002
8.38,0.5817,0.0,80.55,0.25,3.99,242.91,88.98,-13.04,0.002
8.42,0.5833,0.0,80.75,0.25,4.009,242.33,88.98,-12.95,0.002
8.44,0.5865,0.0,81.15,0.25,4.049,242.54,88.97,-12.77,0.002
